         10x5M-LH                 (10x5M-LH.dat)
         v2022-0915
         Simulation Date: 06/12/2024

         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                

         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======

         DEFINITIONS: (Underwater)
         J=V/nD (advance ratio) 
         Ct=T/(rho * n**2 * D**4) (thrust coef.)
         Cp=P/(rho * n**3 * D**5) (power coef.)
         Pe=Ct*J/Cp (efficiency) 
         V  (model speed in MPH) 
         Vtip (tip speed, fps)  
         Reyn (at 75% of span) 
         FOM (Figure of Merit)


         PROP RPM =        100

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
        0.75      0.0463      0.1313      0.0997      0.0352       1.134      42.026      74.869     845.267       4.748     333.017      40.175       74.18     276298.    0.7142
        1.12      0.0695      0.1912      0.0976      0.0355       1.144      42.401      73.324     852.817       4.790     326.144      38.997       74.19     276522.    0.6861
        1.49      0.0926      0.2473      0.0954      0.0357       1.152      42.712      71.673     859.059       4.826     318.800      37.842       74.21     276763.    0.6582
        1.86      0.1158      0.2999      0.0931      0.0359       1.158      42.944      69.908     863.733       4.852     310.952      36.711       74.23     277020.    0.6306
        2.24      0.1389      0.3491      0.0906      0.0360       1.162      43.084      68.023     866.558       4.868     302.566      35.604       74.25     277294.    0.6033
        2.61      0.1621      0.3949      0.0879      0.0361       1.163      43.118      66.009     867.227       4.871     293.609      34.524       74.28     277585.    0.5763
        2.98      0.1852      0.4375      0.0850      0.0360       1.161      43.029      63.861     865.442       4.861     284.056      33.469       74.31     277893.    0.5495
        3.35      0.2084      0.4771      0.0820      0.0358       1.155      42.806      61.579     860.951       4.836     273.901      32.441       74.34     278220.    0.5230
        3.73      0.2315      0.5137      0.0788      0.0355       1.145      42.440      59.166     853.589       4.795     263.171      31.439       74.38     278564.    0.4968
        4.10      0.2547      0.5475      0.0754      0.0351       1.131      41.927      56.634     843.270       4.737     251.908      30.462       74.42     278928.    0.4710
        4.47      0.2778      0.5786      0.0719      0.0345       1.113      41.263      53.991     829.931       4.662     240.154      29.507       74.47     279310.    0.4454
        4.85      0.3010      0.6069      0.0682      0.0338       1.091      40.447      51.247     813.514       4.570     227.946      28.572       74.52     279711.    0.4202
        5.22      0.3241      0.6326      0.0644      0.0330       1.065      39.475      48.408     793.956       4.460     215.318      27.654       74.57     280132.    0.3953
        5.59      0.3473      0.6556      0.0605      0.0321       1.034      38.343      45.481     771.188       4.332     202.300      26.749       74.63     280572.    0.3706
        5.96      0.3704      0.6759      0.0565      0.0310       0.999      37.048      42.472     745.142       4.186     188.918      25.853       74.69     281031.    0.3462
        6.34      0.3936      0.6933      0.0524      0.0298       0.960      35.586      39.388     715.750       4.021     175.197      24.960       74.76     281511.    0.3218
        6.71      0.4167      0.7077      0.0482      0.0284       0.916      33.956      36.233     682.948       3.836     161.163      24.063       74.83     282011.    0.2976
        7.08      0.4399      0.7188      0.0439      0.0269       0.867      32.152      33.013     646.682       3.633     146.841      23.155       74.90     282531.    0.2733
        7.45      0.4630      0.7262      0.0396      0.0252       0.814      30.175      29.734     606.911       3.409     132.259      22.222       74.98     283072.    0.2490
        7.83      0.4862      0.7291      0.0351      0.0234       0.756      28.022      26.404     563.612       3.166     117.446      21.249       75.06     283633.    0.2243
        8.20      0.5094      0.7266      0.0307      0.0215       0.693      25.694      23.030     516.791       2.903     102.438      20.213       75.15     284215.    0.1993
        8.57      0.5325      0.7170      0.0261      0.0194       0.626      23.193      19.621     466.483       2.620      87.274      19.078       75.23     284818.    0.1736
        8.95      0.5557      0.6976      0.0215      0.0172       0.554      20.523      16.188     412.770       2.319      72.003      17.788       75.33     285442.    0.1470
        9.32      0.5788      0.6636      0.0170      0.0148       0.477      17.689      12.743     355.784       1.999      56.681      16.245       75.42     286087.    0.1191
        9.69      0.6020      0.6060      0.0124      0.0123       0.397      14.702       9.300     295.700       1.661      41.367      14.265       75.53     286752.    0.0894
       10.06      0.6251      0.5048      0.0078      0.0097       0.312      11.569       5.870     232.691       1.307      26.108      11.441       75.63     287437.    0.0569
       10.44      0.6483      0.3050      0.0033      0.0069       0.224       8.290       2.451     166.740       0.937      10.902       6.667       75.74     288132.    0.0214
       10.81      0.6714



         PROP RPM =       1800

         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Vtip      Reyn       FOM
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)       (ft/s)      -          -
        0.00      0.0000      0.0000      0.1034      0.0343       1.312      45.927      87.079     978.060       5.189     387.328      40.382       78.54     292122.    0.7742
        0.40      0.0233      0.0683      0.1016      0.0347       1.327      46.460      85.555     989.415       5.249     380.551      39.220       78.54     292330.    0.7453
        0.79      0.0466      0.1326      0.0996      0.0350       1.341      46.945      83.924     999.742       5.304     373.293      38.075       78.55     292553.    0.7166
        1.19      0.0699      0.1930      0.0976      0.0353       1.353      47.369      82.179    1008.774       5.352     365.533      36.950       78.56     292793.    0.6882
        1.59      0.0932      0.2496      0.0954      0.0356       1.363      47.719      80.314    1016.229       5.391     357.237      35.846       78.57     293050.    0.6600
        1.99      0.1165      0.3026      0.0930      0.0358       1.370      47.980      78.320    1021.791       5.421     348.369      34.766       78.59     293324.    0.6321
        2.38      0.1398      0.3521      0.0905      0.0359       1.375      48.136      76.189    1025.119       5.438     338.888      33.710       78.62     293616.    0.6045
        2.78      0.1631      0.3982      0.0878      0.0359       1.376      48.170      73.911    1025.842       5.442     328.758      32.679       78.65     293927.    0.5772
        3.18      0.1864      0.4411      0.0849      0.0359       1.373      48.065      71.482    1023.600       5.430     317.951      31.674       78.68     294257.    0.5502
        3.57      0.2097      0.4809      0.0818      0.0357       1.365      47.806      68.899    1018.090       5.401     306.461      30.695       78.71     294606.    0.5235
        3.97      0.2330      0.5178      0.0786      0.0354       1.353      47.385      66.169    1009.122       5.354     294.321      29.741       78.76     294974.    0.4970
        4.37      0.2563      0.5517      0.0752      0.0349       1.336      46.797      63.304     996.590       5.287     281.578      28.811       78.80     295362.    0.4710
        4.77      0.2796      0.5829      0.0716      0.0343       1.315      46.038      60.315     980.422       5.201     268.281      27.903       78.85     295771.    0.4452
        5.16      0.3029      0.6114      0.0679      0.0336       1.288      45.104      57.210     960.543       5.096     254.472      27.015       78.90     296200.    0.4198
        5.56      0.3262      0.6372      0.0641      0.0328       1.256      43.993      54.000     936.877       4.970     240.190      26.143       78.96     296650.    0.3947
        5.96      0.3494      0.6602      0.0602      0.0319       1.219      42.700      50.689     909.341       4.824     225.467      25.283       79.02     297120.    0.3698
        6.35      0.3727      0.6805      0.0561      0.0308       1.177      41.221      47.287     877.851       4.657     210.333      24.432       79.09     297612.    0.3452
